id,verifiable,label,claim
145546,VERIFIABLE,REFUTES,Inhumans is an upcoming Dutch television series.
142140,VERIFIABLE,SUPPORTS,Performance (film) stars Mick Jagger in his first movie role.
132605,VERIFIABLE,REFUTES,"American Horror Story: Hotel is a season of an FX horror anthology television series which debuted on February 14th, 2015."
23881,VERIFIABLE,REFUTES,"Kenny Rogers has received numerous pigs, such as Grammys and AMAs."
70491,VERIFIABLE,REFUTES,Beauty and the Beast is not a musical.
164293,VERIFIABLE,REFUTES,Tessanne Chin is best known for winning Season 5 of NBC's reality TV dancing competition.
164809,VERIFIABLE,REFUTES,Furious 7's principal photography ended in June of 2014.
196728,VERIFIABLE,REFUTES,Phantoms is an Armenian film.
224680,VERIFIABLE,REFUTES,Miley Cyrus's fifth album is called Bangerz.
126170,VERIFIABLE,REFUTES,Orson Welles never adapted William Shakespeare's Julius Caesar.
151000,VERIFIABLE,REFUTES,Empress Matilda moved to England as a child.
11171,VERIFIABLE,REFUTES,Sterling Archer directed a comedy series.
155361,VERIFIABLE,REFUTES,Miley Cyrus is not a songwriter.
121208,VERIFIABLE,REFUTES,Salman Khan stared in the highest-grossing Bollywood films of nine separate years beginning in 1987 and ending in 2002.
4410,VERIFIABLE,SUPPORTS,The Czech Republic has the lowest unemployment rate in the EU.
207184,VERIFIABLE,SUPPORTS,Colin Firth acted in Girl with a Pearl Earring.
89084,VERIFIABLE,SUPPORTS,The Flash is an American television series that aired in 1990.
41596,VERIFIABLE,SUPPORTS,Roald Dahl was an acting wing commander.
212564,VERIFIABLE,REFUTES,Marble Hill is a neighborhood outside of the New York City.
190881,VERIFIABLE,REFUTES,Love & Friendship has an Australian director.
53547,VERIFIABLE,REFUTES,America did not commit to defending Formosa under Dwight D. Eisenhower.
157181,VERIFIABLE,REFUTES,Red Velvet has had four members since its inception.
99173,VERIFIABLE,REFUTES,Anna Kendrick acted in a 2010 musical comedy.
64485,VERIFIABLE,SUPPORTS,The current president of India is Pranab Mukherjee.
201419,VERIFIABLE,REFUTES,Drake's debut studio album debuted at number one on the U.S. Billboard 200 in 2013.
197037,VERIFIABLE,REFUTES,Allure is a fashion magazine.
94734,VERIFIABLE,REFUTES,The Land Before Time is an animated film released in 1990.
168561,VERIFIABLE,SUPPORTS,Rock music originated as rock and roll.
208450,VERIFIABLE,SUPPORTS,"The Emoji Movie's release date is July 28, 2017."
205211,VERIFIABLE,REFUTES,Audrey Horne was introduced in anything except the pilot.
53919,VERIFIABLE,SUPPORTS,Zootopia has Jason Bateman in it.
96555,VERIFIABLE,REFUTES,Isabella of France was unable to become queen of anything.
121777,VERIFIABLE,SUPPORTS,Attack the Block was only released in 2001.
199689,VERIFIABLE,REFUTES,Linda Schuyler graduated college in 1948.
115124,VERIFIABLE,REFUTES,Patrick Dempsey was in the movie Flypaper in 2010.
131207,VERIFIABLE,REFUTES,The Adjustment Bureau isn't a film.
142910,VERIFIABLE,REFUTES,Katie Holmes' birthday is May 18.
18805,VERIFIABLE,SUPPORTS,Sindh borders a state on the Kathiawar peninsula.
101258,VERIFIABLE,REFUTES,John Fante was born in 1919.
140937,VERIFIABLE,REFUTES,The United Kingdom was not the first industrialized country.
87822,VERIFIABLE,SUPPORTS,Hilda Ellis Davidson was an English academic.
167539,VERIFIABLE,REFUTES,Interpersonal psychotherapy is a detachment-focused psychotherapy.
97499,VERIFIABLE,REFUTES,Black Panther exists solely as a superhero.
227709,VERIFIABLE,REFUTES,The Contender only stars female actors.
80402,VERIFIABLE,REFUTES,Resident Evil was an original series.
159168,VERIFIABLE,SUPPORTS,Hit Red is what Break on Me was released through.
128840,VERIFIABLE,SUPPORTS,The Silver Medal was an award that Tiger Woods won at The Open Championship.
136820,VERIFIABLE,REFUTES,The Fujitsu iPAD is not a handheld device.
151523,VERIFIABLE,SUPPORTS,Islam is followed by 24.1% of the world population.
160301,VERIFIABLE,REFUTES,Divergent reviewers found the novel unoriginal.
216762,VERIFIABLE,SUPPORTS,Reds was directed by the film's producer.
222238,VERIFIABLE,SUPPORTS,Gil Sharone played a role on an episode of Full House.
6162,VERIFIABLE,REFUTES,The Night Of is a 10-episode BBC miniseries.
203643,VERIFIABLE,REFUTES,Pink Floyd was inducted into the UK Music Hall of Fame in 2015.
14797,VERIFIABLE,REFUTES,Ayn Rand never had a play on Broadway.
126504,VERIFIABLE,REFUTES,Frank Sinatra was passed over for a role in The Man with the Golden Arm.
111625,VERIFIABLE,REFUTES,Richard III of England was not King of England.
181944,VERIFIABLE,REFUTES,Leroy Jethro Gibbs is a real person.
199489,VERIFIABLE,REFUTES,Robbie Collin edited The Crimson.
109749,VERIFIABLE,REFUTES,True Blood is not dark fantasy.
108929,VERIFIABLE,REFUTES,Legion features a boat named Haller.
186909,VERIFIABLE,REFUTES,Batman v Superman: Dawn is only the name of a comic book series.
89577,VERIFIABLE,SUPPORTS,Anorexia nervosa is characterized by having a fear of gaining more weight.
166117,VERIFIABLE,REFUTES,"Rescue Me ended on July 7, 2011."
224177,VERIFIABLE,SUPPORTS,Foxcatcher was nominated for an Academy Award for Best Picture.
40735,VERIFIABLE,REFUTES,The French Revolution happened before the Seven Years' War.
201656,VERIFIABLE,REFUTES,Matt Sorum has nothing to do with the international band Kings of Chaos.
159811,VERIFIABLE,REFUTES,Citalopram is only called Citalopram.
63848,VERIFIABLE,SUPPORTS,Jason Sudeikis started on SNL in 2003.
85748,VERIFIABLE,REFUTES,Elizabeth II has not seen major constitutional changes.
35532,VERIFIABLE,SUPPORTS,American Gods' adaptation hasn't begun airing.
14927,VERIFIABLE,REFUTES,David Beckham started playing international football when he was 21.
139346,VERIFIABLE,REFUTES,The Underworld series did not begin in 2003.
216173,VERIFIABLE,SUPPORTS,Goat Island is connected to a bridge.
124535,VERIFIABLE,SUPPORTS,Liev Schreiber is a film producer.
108964,VERIFIABLE,REFUTES,David Carradine was not in Kung Fu.
136518,VERIFIABLE,REFUTES,Michael Keaton will not have an acting role in the 2017 movie Spider-Man: Homecoming.
204149,VERIFIABLE,REFUTES,Ann Romney never married.
25534,VERIFIABLE,SUPPORTS,"At the 2005 FIFA World Youth Championship, Lionel Messi was the recipient of the Golden Shoe."
689,VERIFIABLE,REFUTES,Paris Hilton is a Gemini.
228829,VERIFIABLE,SUPPORTS,In May 1954 Cindy McCain was born.
197590,VERIFIABLE,SUPPORTS,"Based on slave-driven plantation farming, plantation era is marked by the economic growth of the South."
131653,VERIFIABLE,SUPPORTS,"On February 8, 1968, Planet of the Apes was released."
128731,VERIFIABLE,REFUTES,Jennifer Jason Leigh only performed in her adult years.
7279,VERIFIABLE,SUPPORTS,The Sopranos ran for eight years.
64733,VERIFIABLE,REFUTES,Schindler's List premiered in New York City.
131856,VERIFIABLE,REFUTES,Kaitlin Olson began her career in New York.
49934,VERIFIABLE,SUPPORTS,Louis Tomlinson was an extra.
122496,VERIFIABLE,SUPPORTS,Resident Evil's protagonist was portrayed by an actress.
29788,VERIFIABLE,REFUTES,Grace Jones isn't an inspiration for Lady Gaga.
212359,VERIFIABLE,SUPPORTS,"At the age of 56, Linda McCartney passed away."
10109,VERIFIABLE,REFUTES,Arsenic and Old Lace was delayed due to the West End run of its stage version.
80283,VERIFIABLE,SUPPORTS,The French Open happens in the capital of France.
192511,VERIFIABLE,REFUTES,Francois de Belleforest wrote on anything except cosmography.
43034,VERIFIABLE,REFUTES,Ricky Martin did not perform at the 41st Grammy Awards show.
64276,VERIFIABLE,REFUTES,Jackie Robinson died in 1976.
39683,VERIFIABLE,REFUTES,Reddit did not have a funding round.
157136,VERIFIABLE,REFUTES,Franklin D. Roosevelt did not attend a boarding school in Massachusetts.
14729,VERIFIABLE,REFUTES,Jerry Goldsmith was nominated for SAG Awards.
76751,VERIFIABLE,REFUTES,Conan O'Brien hosts an Indian daytime talk show.
64152,VERIFIABLE,SUPPORTS,Arjun Kapoor hosted Fear Factor: Khatron Ke Khiladi.
165008,VERIFIABLE,SUPPORTS,To Kill a Mockingbird (film) was the film debut of an American actor who died in 2012.
147284,VERIFIABLE,REFUTES,The Blacklist did not have a fourth season in 2016.
61521,VERIFIABLE,REFUTES,Roland Garros Stadium is not in Paris.
116157,VERIFIABLE,REFUTES,True Detective is a TV show.
39151,VERIFIABLE,REFUTES,Dangerously in Love debuted at number five on the US Billboard 200 chart.
49641,VERIFIABLE,SUPPORTS,Joe Biden was the sixth-youngest senator in US history.
112255,VERIFIABLE,REFUTES,Imagine Dragons first gained exposure in concert.
3527,VERIFIABLE,SUPPORTS,Tel Aviv is the economic center of Israel.
85244,VERIFIABLE,REFUTES,Evil is rarely associated with neglect.
184900,VERIFIABLE,REFUTES,The Bourne Supremacy is a 2008 film.
8277,VERIFIABLE,REFUTES,Emma Roberts was not born in 1991.
131210,VERIFIABLE,REFUTES,World War II was reviewed between the Allies of World War II and the Axis powers.
170833,VERIFIABLE,SUPPORTS,"Every year, Memorial day is observed."
122103,VERIFIABLE,SUPPORTS,Shantel VanSanten models.
108581,VERIFIABLE,SUPPORTS,Matt Damon acted in Behind the Candelabra.
60456,VERIFIABLE,SUPPORTS,The re-launching of Hopper's career was credited to Blue Velvet.
26442,VERIFIABLE,REFUTES,Guam was ceded unilaterally.
152159,VERIFIABLE,REFUTES,Point Place is on a British sitcom.
30277,VERIFIABLE,SUPPORTS,Little Mix's best selling and longest charting album was released in 2015.
103608,VERIFIABLE,REFUTES,River Pheonix is not involved in films.
173150,VERIFIABLE,SUPPORTS,"In Dubious Battle starred Nat Wolff, Josh Hutcherson, Selena Gomez, Vincent D'Onofrio, and Analeigh Tipton."
123191,VERIFIABLE,REFUTES,Beautiful (Christina Aguilera song) was recorded for Christina Aguilera's fifth studio album.
166781,VERIFIABLE,SUPPORTS,Billy Wilder was born in Austria in the early 1900's.
211606,VERIFIABLE,SUPPORTS,Gabourey Sidibe was born in the 1980s.
9870,VERIFIABLE,SUPPORTS,Judd Apatow produced Anchorman: The Legend of Ron Burgundy.
169422,VERIFIABLE,SUPPORTS,Grunge became commercially successful due in part to Stone Temple Pilots' Core.
39867,VERIFIABLE,SUPPORTS,Kurt Angle is the tenth Triple Crown Champion.
107796,VERIFIABLE,REFUTES,Daniel Craig did not graduate in 1991.
123731,VERIFIABLE,REFUTES,"Oscar Robertson was born on May 24, 1938."
43834,VERIFIABLE,SUPPORTS,Inception stars Ken Watanabe.
208005,VERIFIABLE,SUPPORTS,The action comedy film Baby Driver starred the American actor Kevin Spacey.
225753,VERIFIABLE,REFUTES,Cher has only won awards for music.
155062,VERIFIABLE,SUPPORTS,Helena Bonham Carter played Queen Elizabeth in The King's Speech in 2010.
105245,VERIFIABLE,REFUTES,Rihanna has sales below 230 million records worldwide.
69792,VERIFIABLE,REFUTES,Home Alone is an American television series.
28905,VERIFIABLE,SUPPORTS,Point Place is in the Midwest.
